,keyword,degree
0,사형,0.48991205380237973
1,범죄,0.3998965338851526
2,사람,0.3579927573719607
3,집행,0.3072943610967408
4,국민,0.2922917744438696
5,경찰,0.28349715468184167
6,사회,0.2612519399896534
7,인권,0.2586652871184687
8,범죄자,0.24728401448525608
9,처벌,0.24159337816864976
10,피해자,0.22814278323848938
11,법,0.22296947749612
12,생각,0.21779617175375063
13,나라,0.20124159337816863
14,말,0.198137609932747
15,살인,0.189860320744956
16,범,0.16140713916192445
17,사형제,0.15261251939989653
18,인간,0.1469218830832902
19,흉악,0.13450594930160373
20,칼부림,0.12415933781686497
21,문제,0.12364200724262804
22,세금,0.11950336264873254
23,가족,0.1189860320744956
24,전문가,0.11795137092602173
25,죽,0.11174340403517848
26,그냥,0.1107087428867046
27,등,0.1107087428867046
28,글,0.11019141231246767
29,사건,0.10967408173823073
30,국가,0.10863942058975685
31,해,0.1065700982928091
32,하나,0.10346611484738748
33,때문,0.10191412312467667
34,일,0.09881013967925505
35,지금,0.09881013967925505
36,죄,0.0982928091050181
37,저런,0.0982928091050181
38,효과,0.09725814795654422
39,판사,0.09725814795654422
40,정신,0.09518882565959648
41,예방,0.09467149508535955
42,부활,0.0900155199172271
43,대한민국,0.08949818934299017
44,진짜,0.08898085876875322
45,세상,0.08432488360062079
46,가해자,0.08122090015519917
47,블라인드,0.0760475944128298
48,교도소,0.07449560269011898
49,소리,0.0719089498189343
50,치안,0.07035695809622348
51,이유,0.06828763579927574
52,명,0.06725297465080186
53,이제,0.06673564407656492
54,실효,0.06621831350232799
55,돈,0.06570098292809105
56,우리,0.06518365235385411
57,민주당,0.06518365235385411
58,짓,0.06518365235385411
59,검,0.06414899120538023
60,요즘,0.06414899120538023
61,미국,0.0636316606311433
62,자,0.06311433005690636
63,피해,0.06156233833419555
64,평생,0.06104500775995861
65,자기,0.06104500775995861
66,살,0.060527677185721676
67,위해,0.06001034661148474
68,대한,0.06001034661148474
69,가석방,0.05845835488877393
70,무기징역,0.05690636316606311
71,이상,0.05690636316606311
72,정도,0.05690636316606311
73,밥,0.0553543714433523
74,제발,0.05483704086911537
75,살해,0.05483704086911537
76,함,0.05380237972064149
77,무슨,0.05380237972064149
78,앞,0.05225038799793068
79,한국,0.05173305742369374
80,곳,0.05173305742369374
81,수완,0.0512157268494568
82,예고,0.0512157268494568
83,위,0.0512157268494568
84,칼,0.05069839627521987
85,자포자기,0.04966373512674599
86,반대,0.04914640455250905
87,장난,0.04914640455250905
88,얼마나,0.04914640455250905
89,공개,0.04811174340403518
90,임,0.04811174340403518
91,제도,0.04759441282979824
92,남,0.0470770822555613
93,계속,0.0470770822555613
94,본인,0.0470770822555613
95,우리나라,0.04604242110708743
96,좌파,0.04604242110708743
97,시민,0.04552509053285049
98,감옥,0.04500775995861355
99,사형수,0.04449042938437661
100,목숨,0.04449042938437661
101,정말,0.04345576823590274
102,사고,0.04345576823590274
103,바로,0.04242110708742887
104,보호,0.04242110708742887
105,정부,0.04086911536471805
106,보고,0.04086911536471805
107,답,0.04035178479048111
108,흉기,0.04035178479048111
109,구속,0.04035178479048111
110,뿐,0.04035178479048111
111,생명,0.03983445421624418
112,정신병,0.03983445421624418
113,계정,0.03931712364200724
114,자체,0.03931712364200724
115,고통,0.0387997930677703
116,경우,0.0387997930677703
117,강력범죄,0.03828246249353337
118,신림동,0.03828246249353337
119,자신,0.03776513191929643
120,지역,0.03776513191929643
121,한번,0.03724780134505949
122,대통령,0.03724780134505949
123,수사,0.03673047077082255
124,번,0.03673047077082255
125,절대,0.03569580962234868
126,모든,0.03569580962234868
127,각오,0.03517847904811174
128,중국,0.03517847904811174
129,일본,0.03517847904811174
130,폐지,0.03517847904811174
131,교육,0.03517847904811174
132,박,0.0346611484738748
133,수사권,0.0346611484738748
134,중,0.0346611484738748
135,인력,0.03414381789963787
136,무조건,0.03414381789963787
137,기사,0.03362648732540093
138,부모,0.03362648732540093
